State,County,FIPSCODE,percent
Virginia,Rockingham County,05000US51165,9.9
Virginia,Russell County,05000US51167,11.5
Virginia,Scott County,05000US51169,14.1
Virginia,Shenandoah County,05000US51171,10.5
Virginia,Smyth County,05000US51173,9.7
Virginia,Southampton County,05000US51175,12.6
Virginia,Spotsylvania County,05000US51177,12.6
Virginia,Stafford County,05000US51179,8.3
Virginia,Surry County,05000US51181,14
Virginia,Sussex County,05000US51183,13.5
Virginia,Tazewell County,05000US51185,15.3
Virginia,Warren County,05000US51187,10.6
Virginia,Washington County,05000US51191,13.1
Virginia,Westmoreland County,05000US51193,13.5
Virginia,Wise County,05000US51195,12.1
Virginia,Wythe County,05000US51197,12.1
Virginia,York County,05000US51199,9.5
Virginia,Alexandria city,05000US51510,6.2
Virginia,Bedford city,05000US51515,No Data
Virginia,Bristol city,05000US51520,10.5
Virginia,Buena Vista city,05000US51530,9.7
Virginia,Charlottesville city,05000US51540,8.3
Virginia,Chesapeake city,05000US51550,10.2
Virginia,Colonial Heights city,05000US51570,11.6
Virginia,Covington city,05000US51580,10.7
Virginia,Danville city,05000US51590,15.3
Virginia,Emporia city,05000US51595,13.4
Virginia,Fairfax city,05000US51600,7.5
Virginia,Falls Church city,05000US51610,10.2
Virginia,Franklin city,05000US51620,14.9
Virginia,Fredericksburg city,05000US51630,8.9
Virginia,Galax city,05000US51640,10.8
Virginia,Hampton city,05000US51650,12.4
Virginia,Harrisonburg city,05000US51660,6.7
Virginia,Hopewell city,05000US51670,13.6
Virginia,Lexington city,05000US51678,8.1
Virginia,Lynchburg city,05000US51680,11.3
Virginia,Manassas city,05000US51683,8.2
Virginia,Manassas Park city,05000US51685,7.9
Virginia,Martinsville city,05000US51690,12.8
Virginia,Newport News city,05000US51700,12.7
Virginia,Norfolk city,05000US51710,9.2
Virginia,Norton city,05000US51720,9.6
Virginia,Petersburg city,05000US51730,15.6
Virginia,Poquoson city,05000US51735,11.5
Virginia,Portsmouth city,05000US51740,14
Virginia,Radford city,05000US51750,6.9
Virginia,Richmond city,05000US51760,10.3
Virginia,Roanoke city,05000US51770,11.9
Virginia,Salem city,05000US51775,9.3
Virginia,Staunton city,05000US51790,10.2
Virginia,Suffolk city,05000US51800,10.9
Virginia,Virginia Beach city,05000US51810,8
Virginia,Waynesboro city,05000US51820,9.5
Virginia,Williamsburg city,05000US51830,8.9
Virginia,Winchester city,05000US51840,8.9
Washington,Adams County,05000US53001,11
Washington,Asotin County,05000US53003,12.9
Washington,Benton County,05000US53005,9.5
Washington,Chelan County,05000US53007,9.4
Washington,Clallam County,05000US53009,11.4
Washington,Clark County,05000US53011,9.6
Washington,Columbia County,05000US53013,11.9
Washington,Cowlitz County,05000US53015,11.8
Washington,Douglas County,05000US53017,8.6
Washington,Ferry County,05000US53019,10.7
Washington,Franklin County,05000US53021,7.1
Washington,Garfield County,05000US53023,14.4
Washington,Grant County,05000US53025,9
Washington,Grays Harbor County,05000US53027,11.6
Washington,Island County,05000US53029,9.4
Washington,Jefferson County,05000US53031,11.2
Washington,King County,05000US53033,6.8
Washington,Kitsap County,05000US53035,8.7
Washington,Kittitas County,05000US53037,7.9
Washington,Klickitat County,05000US53039,10.3
Washington,Lewis County,05000US53041,9.5
Washington,Lincoln County,05000US53043,10.4
Washington,Mason County,05000US53045,11.1
Washington,Okanogan County,05000US53047,10.5
Washington,Pacific County,05000US53049,12.6
Washington,Pend Oreille County,05000US53051,13.9
Washington,Pierce County,05000US53053,9.4
Washington,San Juan County,05000US53055,10.2
Washington,Skagit County,05000US53057,9.1
Washington,Skamania County,05000US53059,9.1
Washington,Snohomish County,05000US53061,9.9
Washington,Spokane County,05000US53063,9.3
Washington,Stevens County,05000US53065,10.6
Washington,Thurston County,05000US53067,8.8
Washington,Wahkiakum County,05000US53069,12.8
Washington,Walla Walla County,05000US53071,10.4
Washington,Whatcom County,05000US53073,7.9
Washington,Whitman County,05000US53075,6.6
Washington,Yakima County,05000US53077,10.2
West Virginia,Barbour County,05000US54001,15.3
West Virginia,Berkeley County,05000US54003,10.5
West Virginia,Boone County,05000US54005,15
West Virginia,Braxton County,05000US54007,15.9
West Virginia,Brooke County,05000US54009,16.1
West Virginia,Cabell County,05000US54011,13.5
West Virginia,Calhoun County,05000US54013,14
West Virginia,Clay County,05000US54015,14.6
West Virginia,Doddridge County,05000US54017,13
West Virginia,Fayette County,05000US54019,14
West Virginia,Gilmer County,05000US54021,11.8
West Virginia,Grant County,05000US54023,15.7
West Virginia,Greenbrier County,05000US54025,13.6
West Virginia,Hampshire County,05000US54027,13.4
West Virginia,Hancock County,05000US54029,12
West Virginia,Hardy County,05000US54031,15.4
West Virginia,Harrison County,05000US54033,14.3
West Virginia,Jackson County,05000US54035,13.2
West Virginia,Jefferson County,05000US54037,10.1
West Virginia,Kanawha County,05000US54039,14.1
West Virginia,Lewis County,05000US54041,14.2
West Virginia,Lincoln County,05000US54043,15.7
West Virginia,Logan County,05000US54045,17.5
West Virginia,McDowell County,05000US54047,17.6
West Virginia,Marion County,05000US54049,10.9
West Virginia,Marshall County,05000US54051,14
West Virginia,Mason County,05000US54053,13.2
West Virginia,Mercer County,05000US54055,15.5
West Virginia,Mineral County,05000US54057,14.1
West Virginia,Mingo County,05000US54059,13.2
West Virginia,Monongalia County,05000US54061,9.1
West Virginia,Monroe County,05000US54063,13.7
West Virginia,Morgan County,05000US54065,14.3
West Virginia,Nicholas County,05000US54067,15.7
West Virginia,Ohio County,05000US54069,12.2
West Virginia,Pendleton County,05000US54071,14.3
West Virginia,Pleasants County,05000US54073,13.7
West Virginia,Pocahontas County,05000US54075,13.8
West Virginia,Preston County,05000US54077,10.6
West Virginia,Putnam County,05000US54079,11.7
West Virginia,Raleigh County,05000US54081,15.2
West Virginia,Randolph County,05000US54083,12.7
West Virginia,Ritchie County,05000US54085,15.2
West Virginia,Roane County,05000US54087,16.1
West Virginia,Summers County,05000US54089,15.3
West Virginia,Taylor County,05000US54091,11.8
West Virginia,Tucker County,05000US54093,13.8
West Virginia,Tyler County,05000US54095,13.7
West Virginia,Upshur County,05000US54097,12.7
West Virginia,Wayne County,05000US54099,16.5
West Virginia,Webster County,05000US54101,16.7
West Virginia,Wetzel County,05000US54103,13
West Virginia,Wirt County,05000US54105,14.8
West Virginia,Wood County,05000US54107,14
West Virginia,Wyoming County,05000US54109,14.9
Wisconsin,Adams County,05000US55001,12.8
Wisconsin,Ashland County,05000US55003,11
Wisconsin,Barron County,05000US55005,9
Wisconsin,Bayfield County,05000US55007,9.5
Wisconsin,Brown County,05000US55009,9.3
Wisconsin,Buffalo County,05000US55011,10.2
Wisconsin,Burnett County,05000US55013,10.6
Wisconsin,Calumet County,05000US55015,8.1
Wisconsin,Chippewa County,05000US55017,8.2
Wisconsin,Clark County,05000US55019,8.8
Wisconsin,Columbia County,05000US55021,8
Wisconsin,Crawford County,05000US55023,9.5
Wisconsin,Dane County,05000US55025,6.3
Wisconsin,Dodge County,05000US55027,9.8
Wisconsin,Door County,05000US55029,10
Wisconsin,Douglas County,05000US55031,9.8
Wisconsin,Dunn County,05000US55033,9.4
Wisconsin,Eau Claire County,05000US55035,8
Wisconsin,Florence County,05000US55037,11.8
Wisconsin,Fond du Lac County,05000US55039,8.7
Wisconsin,Forest County,05000US55041,12.5
Wisconsin,Grant County,05000US55043,8.2
Wisconsin,Green County,05000US55045,10.5
Wisconsin,Green Lake County,05000US55047,11.4
Wisconsin,Iowa County,05000US55049,8.6
Wisconsin,Iron County,05000US55051,12.4
Wisconsin,Jackson County,05000US55053,9.8
Wisconsin,Jefferson County,05000US55055,7.7
Wisconsin,Juneau County,05000US55057,11.6
Wisconsin,Kenosha County,05000US55059,8.9
Wisconsin,Kewaunee County,05000US55061,9.5
Wisconsin,La Crosse County,05000US55063,8.1
Wisconsin,Lafayette County,05000US55065,9.3
Wisconsin,Langlade County,05000US55067,9.8
Wisconsin,Lincoln County,05000US55069,9.5
Wisconsin,Manitowoc County,05000US55071,8.6
Wisconsin,Marathon County,05000US55073,9.1
Wisconsin,Marinette County,05000US55075,11.5
Wisconsin,Marquette County,05000US55077,12.1
Wisconsin,Menominee County,05000US55078,13.9
Wisconsin,Milwaukee County,05000US55079,10.1
Wisconsin,Monroe County,05000US55081,8.9
Wisconsin,Oconto County,05000US55083,9.5
Wisconsin,Oneida County,05000US55085,10.1
Wisconsin,Outagamie County,05000US55087,8.5
Wisconsin,Ozaukee County,05000US55089,9.1
Wisconsin,Pepin County,05000US55091,11.7
Wisconsin,Pierce County,05000US55093,8.6
Wisconsin,Polk County,05000US55095,11
Wisconsin,Portage County,05000US55097,7.5
Wisconsin,Price County,05000US55099,12.3
Wisconsin,Racine County,05000US55101,10.6
Wisconsin,Richland County,05000US55103,9.5
Wisconsin,Rock County,05000US55105,10.2
Wisconsin,Rusk County,05000US55107,10.1
Wisconsin,St. Croix County,05000US55109,7.2
Wisconsin,Sauk County,05000US55111,10.7
Wisconsin,Sawyer County,05000US55113,11
Wisconsin,Shawano County,05000US55115,10.1
Wisconsin,Sheboygan County,05000US55117,9.7
Wisconsin,Taylor County,05000US55119,9
Wisconsin,Trempealeau County,05000US55121,8.9
Wisconsin,Vernon County,05000US55123,9
Wisconsin,Vilas County,05000US55125,12.2
Wisconsin,Walworth County,05000US55127,7.8
Wisconsin,Washburn County,05000US55129,10.5
Wisconsin,Washington County,05000US55131,8.2
Wisconsin,Waukesha County,05000US55133,7.9
Wisconsin,Waupaca County,05000US55135,9.9
Wisconsin,Waushara County,05000US55137,10.6
Wisconsin,Winnebago County,05000US55139,8.6
Wisconsin,Wood County,05000US55141,8.1
Wyoming,Albany County,05000US56001,6.9
Wyoming,Big Horn County,05000US56003,11.7
Wyoming,Campbell County,05000US56005,7
Wyoming,Carbon County,05000US56007,8.2
Wyoming,Converse County,05000US56009,10.2
Wyoming,Crook County,05000US56011,8.9
Wyoming,Fremont County,05000US56013,9.6
Wyoming,Goshen County,05000US56015,9
Wyoming,Hot Springs County,05000US56017,11
Wyoming,Johnson County,05000US56019,8.7
Wyoming,Laramie County,05000US56021,10.1
Wyoming,Lincoln County,05000US56023,8.6
Wyoming,Natrona County,05000US56025,9
Wyoming,Niobrara County,05000US56027,8.4
Wyoming,Park County,05000US56029,8
Wyoming,Platte County,05000US56031,8.8
Wyoming,Sheridan County,05000US56033,9.8
Wyoming,Sublette County,05000US56035,6.9
Wyoming,Sweetwater County,05000US56037,8.1
Wyoming,Teton County,05000US56039,4.8
Wyoming,Uinta County,05000US56041,9
Wyoming,Washakie County,05000US56043,12
Wyoming,Weston County,05000US56045,10
Puerto Rico,Adjuntas Municipio,05000US72001,21.8
Puerto Rico,Aguada Municipio,05000US72003,16.1
Puerto Rico,Aguadilla Municipio,05000US72005,16
Puerto Rico,Aguas Buenas Municipio,05000US72007,16.8
Puerto Rico,Aibonito Municipio,05000US72009,14.9
Puerto Rico,Añasco Municipio,05000US72011,17.9
Puerto Rico,Arecibo Municipio,05000US72013,16.7
Puerto Rico,Arroyo Municipio,05000US72015,18.9
Puerto Rico,Barceloneta Municipio,05000US72017,17.5
Puerto Rico,Barranquitas Municipio,05000US72019,14.4
Puerto Rico,Bayamón Municipio,05000US72021,15.2
Puerto Rico,Cabo Rojo Municipio,05000US72023,17.7
Puerto Rico,Caguas Municipio,05000US72025,15.3
Puerto Rico,Camuy Municipio,05000US72027,17.1
Puerto Rico,Canóvanas Municipio,05000US72029,15.4
Puerto Rico,Carolina Municipio,05000US72031,16.1
Puerto Rico,Cataño Municipio,05000US72033,15.9
Puerto Rico,Cayey Municipio,05000US72035,14.3
Puerto Rico,Ceiba Municipio,05000US72037,18.5
Puerto Rico,Ciales Municipio,05000US72039,17.9
Puerto Rico,Cidra Municipio,05000US72041,13.6
Puerto Rico,Coamo Municipio,05000US72043,18
Puerto Rico,Comerío Municipio,05000US72045,15.5
Puerto Rico,Corozal Municipio,05000US72047,16.4
Puerto Rico,Culebra Municipio,05000US72049,24.3
Puerto Rico,Dorado Municipio,05000US72051,14.7
Puerto Rico,Fajardo Municipio,05000US72053,19
Puerto Rico,Florida Municipio,05000US72054,16.4
Puerto Rico,Guánica Municipio,05000US72055,19.8
Puerto Rico,Guayama Municipio,05000US72057,17.1
Puerto Rico,Guayanilla Municipio,05000US72059,18.7
Puerto Rico,Guaynabo Municipio,05000US72061,13
Puerto Rico,Gurabo Municipio,05000US72063,13.9
Puerto Rico,Hatillo Municipio,05000US72065,16.1
Puerto Rico,Hormigueros Municipio,05000US72067,18.8
Puerto Rico,Humacao Municipio,05000US72069,16.3
Puerto Rico,Isabela Municipio,05000US72071,16.8
Puerto Rico,Jayuya Municipio,05000US72073,17.2
Puerto Rico,Juana Díaz Municipio,05000US72075,16
Puerto Rico,Juncos Municipio,05000US72077,14.6
Puerto Rico,Lajas Municipio,05000US72079,20.4
Puerto Rico,Lares Municipio,05000US72081,18.3
Puerto Rico,Las Marías Municipio,05000US72083,19.7
Puerto Rico,Las Piedras Municipio,05000US72085,15.5
Puerto Rico,Loíza Municipio,05000US72087,16.7
Puerto Rico,Luquillo Municipio,05000US72089,19.1
Puerto Rico,Manatí Municipio,05000US72091,19.3
Puerto Rico,Maricao Municipio,05000US72093,19.3
Puerto Rico,Maunabo Municipio,05000US72095,17.8
Puerto Rico,Mayagüez Municipio,05000US72097,16.8
Puerto Rico,Moca Municipio,05000US72099,16.9
Puerto Rico,Morovis Municipio,05000US72101,16.5
Puerto Rico,Naguabo Municipio,05000US72103,17.4
Puerto Rico,Naranjito Municipio,05000US72105,16
Puerto Rico,Orocovis Municipio,05000US72107,16.6
Puerto Rico,Patillas Municipio,05000US72109,20.1
Puerto Rico,Peñuelas Municipio,05000US72111,17.3
Puerto Rico,Ponce Municipio,05000US72113,16.3
Puerto Rico,Quebradillas Municipio,05000US72115,17.4
Puerto Rico,Rincón Municipio,05000US72117,17.5
Puerto Rico,Río Grande Municipio,05000US72119,17.2
Puerto Rico,Sabana Grande Municipio,05000US72121,18.6
Puerto Rico,Salinas Municipio,05000US72123,18.6
Puerto Rico,San Germán Municipio,05000US72125,16.6
Puerto Rico,San Juan Municipio,05000US72127,13.9
Puerto Rico,San Lorenzo Municipio,05000US72129,16.5
Puerto Rico,San Sebastián Municipio,05000US72131,19.2
Puerto Rico,Santa Isabel Municipio,05000US72133,15
Puerto Rico,Toa Alta Municipio,05000US72135,13.1
Puerto Rico,Toa Baja Municipio,05000US72137,14.4
Puerto Rico,Trujillo Alto Municipio,05000US72139,13.7
Puerto Rico,Utuado Municipio,05000US72141,18.1
Puerto Rico,Vega Alta Municipio,05000US72143,16.2
Puerto Rico,Vega Baja Municipio,05000US72145,17.7
Puerto Rico,Vieques Municipio,05000US72147,22.6
Puerto Rico,Villalba Municipio,05000US72149,16.1
Puerto Rico,Yabucoa Municipio,05000US72151,16.6
Puerto Rico,Yauco Municipio,05000US72153,17.2
