State,County,FIPSCODE,percent
Alabama,Autauga County,05000US01001,13
Alabama,Baldwin County,05000US01003,10.4
Alabama,Barbour County,05000US01005,18.4
Alabama,Bibb County,05000US01007,14.8
Alabama,Blount County,05000US01009,14.1
Alabama,Bullock County,05000US01011,19.6
Alabama,Butler County,05000US01013,17.7
Alabama,Calhoun County,05000US01015,14.9
Alabama,Chambers County,05000US01017,16.4
Alabama,Cherokee County,05000US01019,13.3
Alabama,Chilton County,05000US01021,13.3
Alabama,Choctaw County,05000US01023,18.1
Alabama,Clarke County,05000US01025,16.3
Alabama,Clay County,05000US01027,14.6
Alabama,Cleburne County,05000US01029,12.6
Alabama,Coffee County,05000US01031,15.9
Alabama,Colbert County,05000US01033,18.7
Alabama,Conecuh County,05000US01035,17.4
Alabama,Coosa County,05000US01037,17.3
Alabama,Covington County,05000US01039,14.7
Alabama,Crenshaw County,05000US01041,16.5
Alabama,Cullman County,05000US01043,14.4
Alabama,Dale County,05000US01045,14.1
Alabama,Dallas County,05000US01047,19
Alabama,DeKalb County,05000US01049,13.4
Alabama,Elmore County,05000US01051,13.4
Alabama,Escambia County,05000US01053,17.8
Alabama,Etowah County,05000US01055,16.8
Alabama,Fayette County,05000US01057,15.1
Alabama,Franklin County,05000US01059,13.9
Alabama,Geneva County,05000US01061,13.9
Alabama,Greene County,05000US01063,21
Alabama,Hale County,05000US01065,16
Alabama,Henry County,05000US01067,18.7
Alabama,Houston County,05000US01069,13.7
Alabama,Jackson County,05000US01071,14.9
Alabama,Jefferson County,05000US01073,13
Alabama,Lamar County,05000US01075,14.9
Alabama,Lauderdale County,05000US01077,14.2
Alabama,Lawrence County,05000US01079,15.6
Alabama,Lee County,05000US01081,9.5
Alabama,Limestone County,05000US01083,12.6
Alabama,Lowndes County,05000US01085,23.5
Alabama,Macon County,05000US01087,18.4
Alabama,Madison County,05000US01089,11.5
Alabama,Marengo County,05000US01091,20.2
Alabama,Marion County,05000US01093,18.7
Alabama,Marshall County,05000US01095,12.8
Alabama,Mobile County,05000US01097,15.6
Alabama,Monroe County,05000US01099,17.8
Alabama,Montgomery County,05000US01101,13.5
Alabama,Morgan County,05000US01103,12.6
Alabama,Perry County,05000US01105,21.7
Alabama,Pickens County,05000US01107,16.4
Alabama,Pike County,05000US01109,13.5
Alabama,Randolph County,05000US01111,14.9
Alabama,Russell County,05000US01113,12.9
Alabama,St. Clair County,05000US01115,12.8
Alabama,Shelby County,05000US01117,8.7
Alabama,Sumter County,05000US01119,20.1
Alabama,Talladega County,05000US01121,15.3
Alabama,Tallapoosa County,05000US01123,13.7
Alabama,Tuscaloosa County,05000US01125,12.3
Alabama,Walker County,05000US01127,16.7
Alabama,Washington County,05000US01129,17.8
Alabama,Wilcox County,05000US01131,19.3
Alabama,Winston County,05000US01133,13.2
Alaska,Aleutians East Borough,05000US02013,7.6
Alaska,Aleutians West,05000US02016,6.2
Alaska,Anchorage Municipality,05000US02020,7
Alaska,Bethel Census Area,05000US02050,5.8
Alaska,Bristol Bay Borough,05000US02060,8.5
Alaska,Denali Borough,05000US02068,5.8
Alaska,Dillingham Census Area,05000US02070,7.2
Alaska,Fairbanks North Star,05000US02090,5.5
Alaska,Haines Borough,05000US02100,7.9
Alaska,Hoonah-Angoon 2009 Census,05000US02105,7.3
Alaska,Juneau City and Borough,05000US02110,5.9
Alaska,Kenai Peninsula Borough,05000US02122,7.2
Alaska,Ketchikan Gateway Borough,05000US02130,8.9
Alaska,Kodiak Island Borough,05000US02150,6.6
Alaska,Lake and Peninsula Borough,05000US02164,7.4
Alaska,Matanuska-Susitna Borough,05000US02170,8.2
Alaska,Nome Census Area,05000US02180,6
Alaska,North Slope Borough,05000US02185,6.5
Alaska,Northwest Arctic Borough,05000US02188,6.5
Alaska,Petersburg 2009 Census,05000US02195,7.1
Alaska,Prince of Wales-Hyder 2009 Census,05000US02198,7.3
Alaska,Prince of Wales-Outer K 2004 to 2008 Census,05000US02201,No Data
Alaska,Sitka City and Borough,05000US02220,6.7
Alaska,Skagway Municipality 2009 Census,05000US02230,6.4
Alaska,Hoonah-Angoon 2004 to 2008 Census,05000US02232,No Data
Alaska,Southeast Fairbanks Census,05000US02240,6.9
Alaska,Valdez-Cordova Census Area,05000US02261,7.4
Alaska,Wade Hampton Census Area,05000US02270,4.6
Alaska,Wrangell City and Borough 2009 Census,05000US02275,8.9
Alaska,Wrangell-Petersburg 2004 to 2008 Census,05000US02280,No Data
Alaska,Yakutat City and Borough,05000US02282,7.9
Alaska,Yukon-Koyukuk Census Area,05000US02290,8.3
Arizona,Apache County,05000US04001,14.4
Arizona,Cochise County,05000US04003,10.3
Arizona,Coconino County,05000US04005,7.6
Arizona,Gila County,05000US04007,11.2
Arizona,Graham County,05000US04009,10.3
Arizona,Greenlee County,05000US04011,10.7
Arizona,La Paz County,05000US04012,14.8
Arizona,Maricopa County,05000US04013,9
Arizona,Mohave County,05000US04015,12.8
Arizona,Navajo County,05000US04017,13.1
Arizona,Pima County,05000US04019,8.8
Arizona,Pinal County,05000US04021,12.3
Arizona,Santa Cruz County,05000US04023,8
Arizona,Yavapai County,05000US04025,10.5
Arizona,Yuma County,05000US04027,12.6
Arkansas,Arkansas County,05000US05001,12.9
Arkansas,Ashley County,05000US05003,14.5
Arkansas,Baxter County,05000US05005,16
Arkansas,Benton County,05000US05007,9.6
Arkansas,Boone County,05000US05009,12.4
Arkansas,Bradley County,05000US05011,13.1
Arkansas,Calhoun County,05000US05013,13.7
Arkansas,Carroll County,05000US05015,13
Arkansas,Chicot County,05000US05017,15.2
Arkansas,Clark County,05000US05019,11.6
Arkansas,Clay County,05000US05021,11.1
Arkansas,Cleburne County,05000US05023,13.5
Arkansas,Cleveland County,05000US05025,13
Arkansas,Columbia County,05000US05027,12.9
Arkansas,Conway County,05000US05029,13.7
Arkansas,Craighead County,05000US05031,13.1
Arkansas,Crawford County,05000US05033,11.4
Arkansas,Crittenden County,05000US05035,15.8
Arkansas,Cross County,05000US05037,13.6
Arkansas,Dallas County,05000US05039,14.4
Arkansas,Desha County,05000US05041,15.1
Arkansas,Drew County,05000US05043,13.6
Arkansas,Faulkner County,05000US05045,11.2
Arkansas,Franklin County,05000US05047,13.8
Arkansas,Fulton County,05000US05049,15.6
Arkansas,Garland County,05000US05051,14.5
Arkansas,Grant County,05000US05053,11.1
Arkansas,Greene County,05000US05055,12.9
Arkansas,Hempstead County,05000US05057,13.5
Arkansas,Hot Spring County,05000US05059,12.2
Arkansas,Howard County,05000US05061,13.4
Arkansas,Independence County,05000US05063,13.1
Arkansas,Izard County,05000US05065,15.5
Arkansas,Jackson County,05000US05067,12.9
Arkansas,Jefferson County,05000US05069,15.4
Arkansas,Johnson County,05000US05071,12.5
Arkansas,Lafayette County,05000US05073,15.3
Arkansas,Lawrence County,05000US05075,13.2
Arkansas,Lee County,05000US05077,13.1
Arkansas,Lincoln County,05000US05079,12.3
Arkansas,Little River County,05000US05081,12.9
Arkansas,Logan County,05000US05083,13.8
Arkansas,Lonoke County,05000US05085,13.1
Arkansas,Madison County,05000US05087,11.8
Arkansas,Marion County,05000US05089,12.2
Arkansas,Miller County,05000US05091,12.3
Arkansas,Mississippi County,05000US05093,15.9
Arkansas,Monroe County,05000US05095,17.2
Arkansas,Montgomery County,05000US05097,14.3
Arkansas,Nevada County,05000US05099,13.9
Arkansas,Newton County,05000US05101,12.8
Arkansas,Ouachita County,05000US05103,14.8
Arkansas,Perry County,05000US05105,12.2
Arkansas,Phillips County,05000US05107,16.7
Arkansas,Pike County,05000US05109,12.4
Arkansas,Poinsett County,05000US05111,13.8
Arkansas,Polk County,05000US05113,13.9
Arkansas,Pope County,05000US05115,11.2
Arkansas,Prairie County,05000US05117,14.3
Arkansas,Pulaski County,05000US05119,12
Arkansas,Randolph County,05000US05121,12.7
Arkansas,St. Francis County,05000US05123,16.4
Arkansas,Saline County,05000US05125,11.8
Arkansas,Scott County,05000US05127,11.4
Arkansas,Searcy County,05000US05129,13.4
Arkansas,Sebastian County,05000US05131,12.9
Arkansas,Sevier County,05000US05133,12.2
Arkansas,Sharp County,05000US05135,15.2
Arkansas,Stone County,05000US05137,12.7
Arkansas,Union County,05000US05139,13.5
Arkansas,Van Buren County,05000US05141,12.9
Arkansas,Washington County,05000US05143,9.1
Arkansas,White County,05000US05145,10.1
Arkansas,Woodruff County,05000US05147,14.7
Arkansas,Yell County,05000US05149,12.9
California,Alameda County,05000US06001,8.5
California,Alpine County,05000US06003,10.3
California,Amador County,05000US06005,10.2
California,Butte County,05000US06007,10.2
California,Calaveras County,05000US06009,10
California,Colusa County,05000US06011,9.6
California,Contra Costa County,05000US06013,9.4
California,Del Norte County,05000US06015,8.4
California,El Dorado County,05000US06017,7.5
California,Fresno County,05000US06019,9.4
California,Glenn County,05000US06021,8.4
California,Humboldt County,05000US06023,8.8
California,Imperial County,05000US06025,8.3
California,Inyo County,05000US06027,9.4
California,Kern County,05000US06029,9.3
California,Kings County,05000US06031,7.5
California,Lake County,05000US06033,10.1
California,Lassen County,05000US06035,7.6
California,Los Angeles County,05000US06037,9.1
California,Madera County,05000US06039,7.9
California,Marin County,05000US06041,7.9
California,Mariposa County,05000US06043,10.7
California,Mendocino County,05000US06045,8.4
California,Merced County,05000US06047,9.2
California,Modoc County,05000US06049,10.4
California,Mono County,05000US06051,7.4
California,Monterey County,05000US06053,7.6
California,Napa County,05000US06055,8.4
California,Nevada County,05000US06057,7.7
California,Orange County,05000US06059,8
California,Placer County,05000US06061,9
California,Plumas County,05000US06063,9.8
California,Riverside County,05000US06065,9
California,Sacramento County,05000US06067,8.4
California,San Benito County,05000US06069,7.6
California,San Bernardino County,05000US06071,9.2
California,San Diego County,05000US06073,7.7
California,San Francisco County,05000US06075,7.9
California,San Joaquin County,05000US06077,10.3
California,San Luis Obispo County,05000US06079,8.5
California,San Mateo County,05000US06081,8.3
California,Santa Barbara County,05000US06083,7.1
California,Santa Clara County,05000US06085,8.4
California,Santa Cruz County,05000US06087,7
California,Shasta County,05000US06089,9.4
California,Sierra County,05000US06091,9.6
California,Siskiyou County,05000US06093,8.6
California,Solano County,05000US06095,9.8
California,Sonoma County,05000US06097,7.9
California,Stanislaus County,05000US06099,9.7
California,Sutter County,05000US06101,8.6
California,Tehama County,05000US06103,11.2
California,Trinity County,05000US06105,10.1
California,Tulare County,05000US06107,8
California,Tuolumne County,05000US06109,10.1
California,Ventura County,05000US06111,7.6
California,Yolo County,05000US06113,6.9
California,Yuba County,05000US06115,7.6
Colorado,Adams County,05000US08001,7.2
Colorado,Alamosa County,05000US08003,6.7
Colorado,Arapahoe County,05000US08005,6.3
Colorado,Archuleta County,05000US08007,5.9
Colorado,Baca County,05000US08009,7.6
Colorado,Bent County,05000US08011,7
Colorado,Boulder County,05000US08013,4.1
Colorado,Broomfield County,05000US08014,5.5
Colorado,Chaffee County,05000US08015,6.4
Colorado,Cheyenne County,05000US08017,6.5
Colorado,Clear Creek County,05000US08019,7.9
Colorado,Conejos County,05000US08021,6
Colorado,Costilla County,05000US08023,8.3
Colorado,Crowley County,05000US08025,6
Colorado,Custer County,05000US08027,6.8
Colorado,Delta County,05000US08029,7.6
Colorado,Denver County,05000US08031,6
Colorado,Dolores County,05000US08033,7.5
Colorado,Douglas County,05000US08035,5.3
Colorado,Eagle County,05000US08037,3.3
Colorado,Elbert County,05000US08039,5.2
Colorado,El Paso County,05000US08041,7
Colorado,Fremont County,05000US08043,8.1
Colorado,Garfield County,05000US08045,4.7
Colorado,Gilpin County,05000US08047,6.3
Colorado,Grand County,05000US08049,5.6
Colorado,Gunnison County,05000US08051,4.6
Colorado,Hinsdale County,05000US08053,6.6
Colorado,Huerfano County,05000US08055,7.6
Colorado,Jackson County,05000US08057,6.6
Colorado,Jefferson County,05000US08059,5.4
Colorado,Kiowa County,05000US08061,7.7
Colorado,Kit Carson County,05000US08063,7.3
Colorado,Lake County,05000US08065,5.4
Colorado,La Plata County,05000US08067,4.8
Colorado,Larimer County,05000US08069,5.2
Colorado,Las Animas County,05000US08071,7.7
Colorado,Lincoln County,05000US08073,7.6
Colorado,Logan County,05000US08075,7
Colorado,Mesa County,05000US08077,7.2
Colorado,Mineral County,05000US08079,6.8
Colorado,Moffat County,05000US08081,6.3
Colorado,Montezuma County,05000US08083,6.5
Colorado,Montrose County,05000US08085,8.1
Colorado,Morgan County,05000US08087,7.4
Colorado,Otero County,05000US08089,6.8
Colorado,Ouray County,05000US08091,6.7
Colorado,Park County,05000US08093,6.7
Colorado,Phillips County,05000US08095,7.8
Colorado,Pitkin County,05000US08097,5.1
Colorado,Prowers County,05000US08099,8.4
Colorado,Pueblo County,05000US08101,9.1
Colorado,Rio Blanco County,05000US08103,6
Colorado,Rio Grande County,05000US08105,6.9
Colorado,Routt County,05000US08107,4.1
Colorado,Saguache County,05000US08109,7
Colorado,San Juan County,05000US08111,6.7
Colorado,San Miguel County,05000US08113,5
Colorado,Sedgwick County,05000US08115,8
Colorado,Summit County,05000US08117,4.1
Colorado,Teller County,05000US08119,6.9
Colorado,Washington County,05000US08121,6.5
Colorado,Weld County,05000US08123,6.4
Colorado,Yuma County,05000US08125,6.1
Connecticut,Fairfield County,05000US09001,7.6
Connecticut,Hartford County,05000US09003,9.6
Connecticut,Litchfield County,05000US09005,6.7
Connecticut,Middlesex County,05000US09007,8.4
Connecticut,New Haven County,05000US09009,9
Connecticut,New London County,05000US09011,9.2
Connecticut,Tolland County,05000US09013,7.2
Connecticut,Windham County,05000US09015,10.1
Delaware,Kent County,05000US10001,12.8
Delaware,New Castle County,05000US10003,9
Delaware,Sussex County,05000US10005,13.2
District of Columbia,District of Columbia,05000US11001,8.1
Florida,Alachua County,05000US12001,8.3
Florida,Baker County,05000US12003,13
Florida,Bay County,05000US12005,11.2
Florida,Bradford County,05000US12007,14.4
Florida,Brevard County,05000US12009,11.7
Florida,Broward County,05000US12011,9.5
Florida,Calhoun County,05000US12013,15.5
Florida,Charlotte County,05000US12015,14.1
Florida,Citrus County,05000US12017,14.6
Florida,Clay County,05000US12019,12
Florida,Collier County,05000US12021,8.6
Florida,Columbia County,05000US12023,12.7
Florida,DeSoto County,05000US12027,13.7
Florida,Dixie County,05000US12029,14
Florida,Duval County,05000US12031,11.2
Florida,Escambia County,05000US12033,12.4
Florida,Flagler County,05000US12035,12.4
Florida,Franklin County,05000US12037,11
Florida,Gadsden County,05000US12039,17.1
Florida,Gilchrist County,05000US12041,8.4
Florida,Glades County,05000US12043,13.8
Florida,Gulf County,05000US12045,11.1
Florida,Hamilton County,05000US12047,13
Florida,Hardee County,05000US12049,12.6
Florida,Hendry County,05000US12051,13.7
Florida,Hernando County,05000US12053,13.4
Florida,Highlands County,05000US12055,14.2
Florida,Hillsborough County,05000US12057,10.4
Florida,Holmes County,05000US12059,14.2
Florida,Indian River County,05000US12061,11.4
Florida,Jackson County,05000US12063,12.4
Florida,Jefferson County,05000US12065,11.7
Florida,Lafayette County,05000US12067,13.2
Florida,Lake County,05000US12069,14.7
Florida,Lee County,05000US12071,9.9
Florida,Leon County,05000US12073,8.3
Florida,Levy County,05000US12075,14.1
Florida,Liberty County,05000US12077,13.4
Florida,Madison County,05000US12079,15.6
Florida,Manatee County,05000US12081,10.6
Florida,Marion County,05000US12083,12.6
Florida,Martin County,05000US12085,11.3
Florida,Miami-Dade County,05000US12086,7.9
Florida,Monroe County,05000US12087,8.6
Florida,Nassau County,05000US12089,10.8
Florida,Okaloosa County,05000US12091,9.7
Florida,Okeechobee County,05000US12093,11.6
Florida,Orange County,05000US12095,8.8
Florida,Osceola County,05000US12097,12
Florida,Palm Beach County,05000US12099,10.5
Florida,Pasco County,05000US12101,12.2
Florida,Pinellas County,05000US12103,10.8
Florida,Polk County,05000US12105,14.3
Florida,Putnam County,05000US12107,12.2
Florida,St. Johns County,05000US12109,9
Florida,St. Lucie County,05000US12111,11.5
Florida,Santa Rosa County,05000US12113,9
Florida,Sarasota County,05000US12115,11.1
Florida,Seminole County,05000US12117,10
Florida,Sumter County,05000US12119,14.9
Florida,Suwannee County,05000US12121,13.5
Florida,Taylor County,05000US12123,15.4
Florida,Union County,05000US12125,12.5
Florida,Volusia County,05000US12127,12.4
Florida,Wakulla County,05000US12129,11.7
Florida,Walton County,05000US12131,11.6
Florida,Washington County,05000US12133,12.9
Georgia,Appling County,05000US13001,12.9
Georgia,Atkinson County,05000US13003,11.5
Georgia,Bacon County,05000US13005,10.4
Georgia,Baker County,05000US13007,14.8
Georgia,Baldwin County,05000US13009,14
Georgia,Banks County,05000US13011,11.1
Georgia,Barrow County,05000US13013,11.3
Georgia,Bartow County,05000US13015,12.1
Georgia,Ben Hill County,05000US13017,12.4
Georgia,Berrien County,05000US13019,14.2
Georgia,Bibb County,05000US13021,12.7
Georgia,Bleckley County,05000US13023,13.6
Georgia,Brantley County,05000US13025,10.9
Georgia,Brooks County,05000US13027,14.5
Georgia,Bryan County,05000US13029,12.3
Georgia,Bulloch County,05000US13031,12
Georgia,Burke County,05000US13033,14.7
Georgia,Butts County,05000US13035,11.7
Georgia,Calhoun County,05000US13037,14.4
Georgia,Camden County,05000US13039,10.9
Georgia,Candler County,05000US13043,13.7
Georgia,Carroll County,05000US13045,11.3
Georgia,Catoosa County,05000US13047,12.2
Georgia,Charlton County,05000US13049,11.6
Georgia,Chatham County,05000US13051,11
Georgia,Chattahoochee County,05000US13053,6.4
Georgia,Chattooga County,05000US13055,11
Georgia,Cherokee County,05000US13057,8.7
Georgia,Clarke County,05000US13059,8.3
Georgia,Clay County,05000US13061,17.2
Georgia,Clayton County,05000US13063,11.6
Georgia,Clinch County,05000US13065,12.9
Georgia,Cobb County,05000US13067,8.5
Georgia,Coffee County,05000US13069,11.5
Georgia,Colquitt County,05000US13071,12.8
Georgia,Columbia County,05000US13073,10.4
Georgia,Cook County,05000US13075,12.2
Georgia,Coweta County,05000US13077,10.6
Georgia,Crawford County,05000US13079,13.1
Georgia,Crisp County,05000US13081,14.2
Georgia,Dade County,05000US13083,12.2
Georgia,Dawson County,05000US13085,10.5
Georgia,Decatur County,05000US13087,12.1
Georgia,DeKalb County,05000US13089,10
Georgia,Dodge County,05000US13091,13.5
Georgia,Dooly County,05000US13093,14.8
Georgia,Dougherty County,05000US13095,12.4
Georgia,Douglas County,05000US13097,12
Georgia,Early County,05000US13099,15.6
Georgia,Echols County,05000US13101,10.9
Georgia,Effingham County,05000US13103,13.5
Georgia,Elbert County,05000US13105,13
Georgia,Emanuel County,05000US13107,11.6
Georgia,Evans County,05000US13109,13.4
Georgia,Fannin County,05000US13111,12.2
Georgia,Fayette County,05000US13113,12.9
Georgia,Floyd County,05000US13115,13.6
Georgia,Forsyth County,05000US13117,10.8
Georgia,Franklin County,05000US13119,12.4
Georgia,Fulton County,05000US13121,8.7
Georgia,Gilmer County,05000US13123,12.4
Georgia,Glascock County,05000US13125,11.8
Georgia,Glynn County,05000US13127,11.5
Georgia,Gordon County,05000US13129,10.2
Georgia,Grady County,05000US13131,12.1
Georgia,Greene County,05000US13133,15.4
Georgia,Gwinnett County,05000US13135,8.3
Georgia,Habersham County,05000US13137,11.4
Georgia,Hall County,05000US13139,10.9
Georgia,Hancock County,05000US13141,15.8
Georgia,Haralson County,05000US13143,11.2
Georgia,Harris County,05000US13145,13.2
Georgia,Hart County,05000US13147,13.5
Georgia,Heard County,05000US13149,12
Georgia,Henry County,05000US13151,13.5
Georgia,Houston County,05000US13153,13.2
Georgia,Irwin County,05000US13155,12.4
Georgia,Jackson County,05000US13157,11.2
Georgia,Jasper County,05000US13159,12.6
Georgia,Jeff Davis County,05000US13161,12.8
Georgia,Jefferson County,05000US13163,16.7
Georgia,Jenkins County,05000US13165,12.1
Georgia,Johnson County,05000US13167,12.7
Georgia,Jones County,05000US13169,12.4
Georgia,Lamar County,05000US13171,11.7
Georgia,Lanier County,05000US13173,11.4
Georgia,Laurens County,05000US13175,14.4
Georgia,Lee County,05000US13177,10.7
Georgia,Liberty County,05000US13179,10.4
Georgia,Lincoln County,05000US13181,14.1
Georgia,Long County,05000US13183,9.8
Georgia,Lowndes County,05000US13185,11.6
Georgia,Lumpkin County,05000US13187,10.8
Georgia,McDuffie County,05000US13189,17.4
Georgia,McIntosh County,05000US13191,15.2
Georgia,Macon County,05000US13193,13.5
Georgia,Madison County,05000US13195,13.3
Georgia,Marion County,05000US13197,14
Georgia,Meriwether County,05000US13199,14.8
Georgia,Miller County,05000US13201,13.3
Georgia,Mitchell County,05000US13205,14.4
Georgia,Monroe County,05000US13207,14.5
Georgia,Montgomery County,05000US13209,13.4
Georgia,Morgan County,05000US13211,11.6
Georgia,Murray County,05000US13213,12.7
Georgia,Muscogee County,05000US13215,13.4
Georgia,Newton County,05000US13217,10.4
Georgia,Oconee County,05000US13219,9.3
Georgia,Oglethorpe County,05000US13221,13
Georgia,Paulding County,05000US13223,11
Georgia,Peach County,05000US13225,13.6
Georgia,Pickens County,05000US13227,14.2
Georgia,Pierce County,05000US13229,11.3
Georgia,Pike County,05000US13231,11.7
Georgia,Polk County,05000US13233,10.4
Georgia,Pulaski County,05000US13235,13.6
Georgia,Putnam County,05000US13237,12.8
Georgia,Quitman County,05000US13239,16.9
Georgia,Rabun County,05000US13241,13
Georgia,Randolph County,05000US13243,16.7
Georgia,Richmond County,05000US13245,13.5
Georgia,Rockdale County,05000US13247,13.1
Georgia,Schley County,05000US13249,12.6
Georgia,Screven County,05000US13251,13.6
Georgia,Seminole County,05000US13253,14.2
Georgia,Spalding County,05000US13255,12.9
Georgia,Stephens County,05000US13257,12.6
Georgia,Stewart County,05000US13259,13.7
Georgia,Sumter County,05000US13261,13.8
Georgia,Talbot County,05000US13263,16.3
Georgia,Taliaferro County,05000US13265,16.2
Georgia,Tattnall County,05000US13267,10.2
Georgia,Taylor County,05000US13269,14.5
Georgia,Telfair County,05000US13271,12.3
Georgia,Terrell County,05000US13273,14.9
Georgia,Thomas County,05000US13275,14
Georgia,Tift County,05000US13277,13.2
Georgia,Toombs County,05000US13279,13.6
Georgia,Towns County,05000US13281,12.9
Georgia,Treutlen County,05000US13283,12.3
Georgia,Troup County,05000US13285,12.6
Georgia,Turner County,05000US13287,14.3
Georgia,Twiggs County,05000US13289,14.5
Georgia,Union County,05000US13291,15.9
Georgia,Upson County,05000US13293,11.9
Georgia,Walker County,05000US13295,12.4
Georgia,Walton County,05000US13297,11.6
Georgia,Ware County,05000US13299,12.3
Georgia,Warren County,05000US13301,15.8
Georgia,Washington County,05000US13303,13
Georgia,Wayne County,05000US13305,13.1
Georgia,Webster County,05000US13307,14.6
Georgia,Wheeler County,05000US13309,12.1
Georgia,White County,05000US13311,12.6
Georgia,Whitfield County,05000US13313,13.2
Georgia,Wilcox County,05000US13315,11.4
Georgia,Wilkes County,05000US13317,15.5
Georgia,Wilkinson County,05000US13319,14.8
Georgia,Worth County,05000US13321,13.9
Hawaii,Hawaii County,05000US15001,8.1
Hawaii,Honolulu County,05000US15003,8.4
Hawaii,Kalawao County,05000US15005,11.3
Hawaii,Kauai County,05000US15007,8.3
Hawaii,Maui County,05000US15009,7.7
Idaho,Ada County,05000US16001,7.5
Idaho,Adams County,05000US16003,11.6
Idaho,Bannock County,05000US16005,10
Idaho,Bear Lake County,05000US16007,8.9
Idaho,Benewah County,05000US16009,9.4
Idaho,Bingham County,05000US16011,9.9
Idaho,Blaine County,05000US16013,6.6
Idaho,Boise County,05000US16015,9.6
Idaho,Bonner County,05000US16017,7.6
Idaho,Bonneville County,05000US16019,8.5
Idaho,Boundary County,05000US16021,11
Idaho,Butte County,05000US16023,9.5
Idaho,Camas County,05000US16025,9.4
Idaho,Canyon County,05000US16027,9.5
Idaho,Caribou County,05000US16029,10.5
Idaho,Cassia County,05000US16031,9
Idaho,Clark County,05000US16033,8.5
Idaho,Clearwater County,05000US16035,11.1
Idaho,Custer County,05000US16037,9.4
Idaho,Elmore County,05000US16039,8.6
Idaho,Franklin County,05000US16041,7.9
Idaho,Fremont County,05000US16043,9
Idaho,Gem County,05000US16045,9.9
Idaho,Gooding County,05000US16047,9.8
Idaho,Idaho County,05000US16049,9.5
Idaho,Jefferson County,05000US16051,8.8
Idaho,Jerome County,05000US16053,7.7
Idaho,Kootenai County,05000US16055,9.6
Idaho,Latah County,05000US16057,6.4
Idaho,Lemhi County,05000US16059,12.1
Idaho,Lewis County,05000US16061,10.5
Idaho,Lincoln County,05000US16063,8.3
Idaho,Madison County,05000US16065,5.5
Idaho,Minidoka County,05000US16067,10.8
Idaho,Nez Perce County,05000US16069,11
Idaho,Oneida County,05000US16071,12.2
Idaho,Owyhee County,05000US16073,9.5
Idaho,Payette County,05000US16075,9.2
Idaho,Power County,05000US16077,8.2
Idaho,Shoshone County,05000US16079,10.2
Idaho,Teton County,05000US16081,6
Idaho,Twin Falls County,05000US16083,8.7
Idaho,Valley County,05000US16085,8.4
Idaho,Washington County,05000US16087,11.2
Illinois,Adams County,05000US17001,10.1
Illinois,Alexander County,05000US17003,11.4
Illinois,Bond County,05000US17005,10
Illinois,Boone County,05000US17007,9.4
Illinois,Brown County,05000US17009,8.2
Illinois,Bureau County,05000US17011,11.3
Illinois,Calhoun County,05000US17013,11.4
Illinois,Carroll County,05000US17015,12.2
Illinois,Cass County,05000US17017,10.6
Illinois,Champaign County,05000US17019,7.4
Illinois,Christian County,05000US17021,10.5
Illinois,Clark County,05000US17023,11.5
Illinois,Clay County,05000US17025,10.8
Illinois,Clinton County,05000US17027,8.7
Illinois,Coles County,05000US17029,8.9
Illinois,Cook County,05000US17031,8.5
Illinois,Crawford County,05000US17033,10.6
Illinois,Cumberland County,05000US17035,11.1
Illinois,DeKalb County,05000US17037,8.3
Illinois,De Witt County,05000US17039,10.8
Illinois,Douglas County,05000US17041,10.8
Illinois,DuPage County,05000US17043,8.1
Illinois,Edgar County,05000US17045,10.1
Illinois,Edwards County,05000US17047,10.5
Illinois,Effingham County,05000US17049,10.7
Illinois,Fayette County,05000US17051,10.3
Illinois,Ford County,05000US17053,10.6
Illinois,Franklin County,05000US17055,11.6
Illinois,Fulton County,05000US17057,11.6
Illinois,Gallatin County,05000US17059,10.8
Illinois,Greene County,05000US17061,11.5
Illinois,Grundy County,05000US17063,8.6
Illinois,Hamilton County,05000US17065,11.1
Illinois,Hancock County,05000US17067,11.2
Illinois,Hardin County,05000US17069,13
Illinois,Henderson County,05000US17071,11.8
Illinois,Henry County,05000US17073,11.1
Illinois,Iroquois County,05000US17075,12.4
Illinois,Jackson County,05000US17077,9
Illinois,Jasper County,05000US17079,10.2
Illinois,Jefferson County,05000US17081,11.1
Illinois,Jersey County,05000US17083,10.4
Illinois,Jo Daviess County,05000US17085,13
Illinois,Johnson County,05000US17087,10.5
Illinois,Kane County,05000US17089,7.7
Illinois,Kankakee County,05000US17091,9.1
Illinois,Kendall County,05000US17093,8.3
Illinois,Knox County,05000US17095,9.8
Illinois,Lake County,05000US17097,8.4
Illinois,LaSalle County,05000US17099,10.4
Illinois,Lawrence County,05000US17101,11.7
Illinois,Lee County,05000US17103,10.1
Illinois,Livingston County,05000US17105,9.5
Illinois,Logan County,05000US17107,9.8
Illinois,McDonough County,05000US17109,9.3
Illinois,McHenry County,05000US17111,10.1
Illinois,McLean County,05000US17113,7
Illinois,Macon County,05000US17115,10
Illinois,Macoupin County,05000US17117,10.5
Illinois,Madison County,05000US17119,10
Illinois,Marion County,05000US17121,10.5
Illinois,Marshall County,05000US17123,11.2
Illinois,Mason County,05000US17125,11.1
Illinois,Massac County,05000US17127,11.2
Illinois,Menard County,05000US17129,10.2
Illinois,Mercer County,05000US17131,11.4
Illinois,Monroe County,05000US17133,11.4
Illinois,Montgomery County,05000US17135,10.8
Illinois,Morgan County,05000US17137,11.3
